ZNF253	ZNF557
CAMK2D	PLCG2
IL13	IL6R
MRPL12	MRPL15
PGM2	UBC
SMAD1	SMURF1
MMAB	SREBF2
DEPTOR	TSC2
NR4A3	RORA
ARHGAP36	RHOV
ZNF624	ZNF92
ARID1A	SMAD1
COPS5	ERCC8
HBA1	NOS3
F13B	FGB
ZNF569	ZNF735
BUB1B	FZR1
SFRP5	WNT2
SRC	YES1
IFNA16	IL2RA
ABHD5	UBC
SCLT1	SSNA1
GNB1	GNG13
ZFP90	ZNF260
BTG2	CHAF1A
APOB	P4HB
RPL19	RPLP2
CDC16	PSMD9
PSMA5	PSMA6
ZNF160	ZNF71
HMBS	SP1
PRKAB1	STK11
NUDC	RCC2
DIS3	EED
NFKB1	RUNX3
EDN1	RAF1
COPB2	GOLGA2
CTBP2	FOXF2
MRPL33	MRPS15
ZFP69B	ZNF484
ACTR1A	PRKAR2B
KDR	NEDD4L
AMH	CHRD
EPHA7	EPHB4
CLDN17	TJP1
ZNF774	ZNF778
AJUBA	YWHAE
CACNA1F	PPP2R5B
ZNF117	ZNF525
DIAPH2	NSL1
PSMB4	PSMD5
GSK3B	PPP2R5A
FOXO3	MAPK11
CXCR3	DNM1
MYO9A	RHOT1
CCNB2	CCNF
MTIF2	MTIF3
MED1	NR4A3
NR1D1	PER2
ACAD9	NDUFV1
GNAL	OR4K3
NANOG	SUPT6H
IFNLR1	IL15
PCDH11Y	PCDHA6
PPP1R3D	PYGB
MRPL32	MRPS31
RBBP4	TET1
V4-1	VAV2
IKBKB	RIPK3
CSTF2	SART1
FBXW7	TGFB1
ATP5A1	ATP5G2
PSMB11	RNF146
CIT	MYL12B
PAWR	SQSTM1
INCENP	NDEL1
HNRNPA0	SRRM1
NFIA	ZNF492
DVL2	PRKCA
HNRNPL	SRSF4
PSMD2	PSMF1
RAD21	SPC25
TUBA4B	TUBB4A
MRPL21	MRPS18A
ZNF274	ZNF454
CHD6	DYNLL1
CYP2A6	UGT1A8
BLZF1	TFAP2C
ZNF473	ZNF519
ZNF137P	ZNF841
CDC42	IGLC2
RPS5	SRP19
ADRA2A	GNAI2
SMAD4	TRIM33
MED1	MED14
PIK3C2A	PLCE1
DSN1	PLK1
CASC5	CENPL
MAP3K14	PSMD1
FGF18	MAPK1
BDP1	POLR2F
CTBP2	UBE2I
SOX2	SPEN
PTK2	SRMS
FOXO3	TSC2
CDK4	EIF3B
AP1S2	PACS1
PCDH11X	PCDHB2
MRE11A	SLX4
IFNA8	IL6R
ZNF34	ZNF569
DLG1	SSTR4
MEF2C	RDX
CENPU	KIF2B
GNGT1	OR2G2
ZNF568	ZNF658
OR8G5	PRKACG
CREB1	MAPK11
PLCG2	SPRY4
APH1B	DNER
POLK	POLR2G
PSMA1	ROPN1
ZNF184	ZNF287
KIF5B-RET(NM_020630)_K15	KLC1
ALYREF	NUDT21
PCDH10	PCDHB11
EIF4H	RPS11
PIP5K1B	PLCZ1
AP1S3	HLA-DRA
SH2B3	ZBTB7A
POLR2F	TAF4
TRAIP	UBE2Z
BMP2	COL4A1
ACTR3C	ARPC1B
JAG2	NEURL1B
ZNF721	ZNF761
MED17	SMARCB1
CCL25	GNAI1
ZNF528	ZNF544
MLLT4	MRAS
HNRNPUL1	PCBP2
PCDHB16	PCDHGA6
LSM4	SRSF5
MAPK8	MRE11A
CUL2	FBXL2
CKAP5	ILK
BAD	MAPK1
TERF1	YWHAG
ACTG1	GLI3
ZKSCAN7	ZNF681
RPL26	SRP68
ZNF355P	ZNF727
COPB1	TMED10
NUP160	U2AF1
CCDC101	SUPT20H
CCNK	TCEB3
MRPS12	MTIF2
LGR6	UBB
FZD4	GNA14
FOXP3	ZNF133
FGF7	FRS2
CXCR3	EBF1
ZNF558	ZNF626
POLR2L	SRC
CGA	ESR1
CEP290	CSNK1E
AP2A1	EPHB4
GNG2	GNG7
ZNF347	ZNF860
KMT2D	WDR5
CALD1	SORBS1
UBC	ZNF253
CDC7	RPA4
HLA-DQA1	KIF2C
PSMB10	PSMB11
NANOGP8	ZMYM2
HELZ2	NCOA6
DEK	TAF1A
PPFIA1	STXBP1
IGHE	TEC
ZNF569	ZNF716
CAPN2	MAPK1
SFRP5	WNT10B
RFC5	UBB
TFCP2	TFCP2L1
ZNF582	ZNF846
ITGA6	LAMC2
GNG2	PREX1
ZNF454	ZNF737
BGN	CHSY1
CASP8	IL24
HNRNPL	RBM8A
ACTN3	MYBPC2
ATXN3	HAP1
ZNF355P	ZNF789
ZNF562	ZNF585A
CLASP1	KIF24
CLK2	DYRK1B
COL11A2	SMAD4
PLCB1	PRKCE
POLR2H	SRSF4
OLR1	RXRG
ZNF7	ZNF850
SAP18	TTF1
ATF2	MAPK12
MBL2	TLR3
ODC1	PSMA5
PRPF6	SNRPB2
ALX4	FOXA1
TADA1	UBC
CBLB	IGHV7-81
CXCL1	MAPK11
ITGA2	THBS4
FANCB	RAD1
POLA1	RFC5
PI4KB	SFN
CAMK4	MAPK3
EWSR1	SMARCA1
RASGRP2	RRAS
SNRNP40	ZCRB1
CD3D	ZAP70
KRAS	PRAMEF9
CDC42	MAD1L1
GTF2F1	SUPT16H
CXXC1	ZNF813
IFNA2	IL6R
ZNF623	ZNF81
MAPK11	TP53
NRCAM	SPTBN2
IGLC3	LYN
ZNF621	ZNF841
IKBKE	PSME3
ACVRL1	TGFBRAP1
ADCY5	EDN1
PCDHB2	PCDHGA1
ARHGEF3	RHOU
CDC23	PSMB6
LIG4	PNKP
AHI1	RAB11A
RPL32	SSR2
GSPT2	SMG6
ZNF429	ZNF471
MRPS16	MRPS31
HNRNPA3	SRPK2
INS	SNAP25
CREB3L1	NPY
RB1	SUV39H1
EFNA3	PDGFRA
CTNNB1	POTEKP
BANF1	NUP210
CEBPD	CEBPE
NSF	YWHAH
ZNF283	ZNF716
FAM26E	UBC
FOXO1	RAG2
GNA15	GPRC6A
COL17A1	PARVB
GTF2H5	TAF1C
ZNF19	ZNF273
ZNF117	ZNF275
ANK3	SPTB
KERA	ST3GAL2
AAAS	NUP54
ZNF254	ZNF30
ATF6B	CREM
CHRM2	GNA11
KIF5B	RNF168
IL13RA2	UBC
MTAP	UBC
ATP2B2 VARIANT PROTEIN	PRKG2
CSTF2	SRPK1
ZNF471	ZNF85
RLF	ZNF24
RPL18A	SSR1
FOXD2	SLC7A5
NFKB2	PSMD7
EFNB3	GRB7
CALM1	CAMK2B
ZNF780B	ZNF846
GNB2L1	STAT2
GRK6	HTR2B
FN1	ITGA8
BBS9	TTC8
NDE1	TUBA4A
AKT3	MAP3K5
AHI1	CEP78
GNAI1	GRM4
P4HB	TXN
GUCA1C	GUCY2D
IL5	PTPN11
HNRNPC	POLR2C
FOXO1	GADD45B
ITGB7	LAMA1
ZNF558	ZNF789
DKFZP666O0110	THBS1
DAXX	HIPK3
DNAJC3	RPS2
AP2B1	STAM2
MAD2L1	ZWINT
CTNNA1	JUND
ADIPOR1	PPARG
HLA-DRB5	PRKCQ
ZNF485	ZNF571
ZNF425	ZNF90
SPC25	STAG1
FGFR1	PLCG1 VARIANT PROTEIN
NANOGP1	ZNF302
POLR2A	RARB
GRIN2B	SPTAN1
HNRNPF	MAGOH
JUP	RHOA
NELFE	TRIM27
LBR	SRPK1
HLA-DRB5	NFYA
GNG2	LHB
EVC2	IQCE
HDAC1	HIST2H3A
CDKN1A	STAT2
CREB3L2	PDYN
GNAL	OR10K1
ERBB3	MDM2
MED12	MED18
ZNF430	ZNF813
AKAP9	CENPJ
KMT2C	KMT2D
ZNF517	ZNF852
CDC42	DOCK6
ZNF721	ZNF732
IFNA10	IL21R
ZNF160	ZNF8
EIF2B3	EIF2S3
CEP89	CETN2
ZNF404	ZNF48
FCGR2A	PTPN1
BCL3	KDM1A
CAMK2B	DLG4
MRPL48	MRPS33
MRAS	TIAM1
ZNF74	ZNF883
CAMK2G	PDE4D
RPL18A	RPL8
ABLIM3	RAC3
SNUPN	XPO1
ARRB2	DRD4
CDK7	COPS4
TAB2	TNFRSF11A
ATF2	PCK1
AGRN	PAK4
FZD1	GNAO1
COL4A1	ITGB2
FAT2	PCDH10
ADH1C	UGT2B10
EIF5A2	NACAD
AHSA1	TRAP1
ARFGAP1	SPTBN2
RIPK1	TRAF2
ZFP69B	ZNF860
ZNF492	ZNF559
SNAP23	STX4A
BRCA1	STAT3
CSF2	IL20RB
HIST1H2AG	HIST1H2BD
HDAC7	SMARCA2
ERCC6	POLD1
MYH6	MYL2
EIF4A1	SEC61A2
HNF4A	OSBPL10
NOTCH1	PRPF6
MRPL51	MRPS10
CSNK1E	SCLT1
BIRC3	LY96
RBM39	SRSF7
FTL	UBC
CREBBP	TBL1XR1
ZNF302	ZNF558
MYL2	SRF
CAP2	ROBO1
COG6	SPTB
CHD3	ZNF479
ZNF420	ZNF71
MAP1B	RELN
LSM7	SNRPF
CBL	PDGFRB
RBBP4	TAF1D
CNR1	GNAI1
ACTG1	EPHB3
CTNNBL1	SRSF9
NANOG	ZNF429
GCNT3	MUC4
ZNF470	ZNF626
SSRP1	SUPT5H
H2AFJ	HIST1H2BN
GNG12	WNT7B
HSP90AB1	TXNRD1
EXO1	SLX4
APEX1	TFAP2A
ABCC9	KCNJ8
ZNF253	ZNF71
ADCY5	GNAO1
MRPL38	MRPS18B
GRPR	OPRD1
PCDHA5	PCDHGA7
ZNF257	ZNF699
FUBP3	GABPA
CEP63	RAB8A
RPS14	SNU13
DKFZP313E1411	ZNF716
RPL12	RPS4X
PSMA1	WASF2
NANOGP1	ZNF117
RPL26L1	UPF3A
NUDT21	SNRPB2
CCT6A	TUBAL3
SRPK1	ZRSR2
EFNA5	NGFR
GNG5	GPR45
TERT	TP53
ATP5E	ATP5G3
ZNF558	ZNF713
ADRBK2	OR5T3
EEF1A1P5	EEF1G
GEMIN2	NDC1
PCDHA10	PCDHB10
CHTF18	DSCC1
COL2A1	ITGA7 VARIANT PROTEIN
FZD2	MAPK10
GNGT1	RASGRF1
ORC1	RPS27A
EPHA1	LYN
GNGT1	OR10H2
PRKAB2	ULK1
SHQ1	UBC
ACTR1A	HLA-DRB1
FCGR2A	IGHG3
NXF1	SRRM1
EP300	LTBR
NDUFA8	NDUFB5
GFM2	MRPS25
ERBB3	JUND
IPO8	NUP43
OR14A16	PRKACB
ZNF56	ZNF611
PLA2G4A	SYK
IGHG3	V2-11
ZNF585A	ZNF668
MUC4	ST6GAL1
MYO1C	V2-8
AP2A2	GRIP2
GNG10	PIK3CA
CUL1	PSMD8
SMAD1	XPO1
BMPR1A	SMAD3
NUBP2	POLD1
PAK2	PSME2
ZNF347	ZNF812
DDOST	TMEM173
PSMB7	TNKS2
ARRB2	OR13C5
PRKAR2A	PRKG2
GRIA1	TRAPPC9
NUP214	SNRPB
SOX2	ZNF536
ANAPC10	PLK1
ZNF208	ZNF99
MAP3K1	MAP3K7
DGKZ	PLCB1
ITGB3BP	NUP85
GOSR1	SPTBN4
CSF2	SHC1
ZNF267	ZNF840P
POLR1D	TAF1A
ZNF544	ZNF813
GAB1	PIK3R2
ROBO3	SLIT3
BCAR1	FGG
INPP5B	RAB6C
ZFP92	ZNF266
OR2B6	PRKACG
CDH23	PCDHAC2
ZNF320	ZNF846
EIF4A1	RPS17
IQCB1	NEK2
SMARCA2	SMARCD3
HAUS5	HAUS6
GFM2	MRPL23
SLC26A5	SLC26A6
POLR2H	U2AF2
RPS16	SRP9
FER	PTPN11
AICDA	TDG
BCAR1	JAK2
ITGB2	MMP2
HLA-DRB1	KIF3A
TLE2	UBA52
LIG3	PCNA
MRPL33	MRPS26
SEC13	TMED10
ZNF768	ZNF812
PSMA1	RFC4
ARHGAP39	GPC1
GSK3B	RBX1
GNAI3	GNAO1
TCF12	TLR4
IRAK2	MAP2K3
HNRNPC	TAF1
MRPL18	MRPS5
DYNLL1	KIF4B
NCOR2	THRB
GNG7	OR2F2
ZNF138	ZNF572
FAN1	FANCI
ACTRT1	AVIL
GNB1	PXN
LAMC1	SV2C
CELSR2	FZD2
HLA-E	PLCG1
EIF3K	RPS2
CCR7	GNG2
ELL	ERCC3
ABI1	V1-9
MYLK	PAK1
RPL11	RPS19
BRCA1	MRE11A
CEP41	TUBB4B
DOHH	EIF5A2
PSMA2	PSME2
ZNF286A	ZNF355P
QKI	RBFOX1
RPL10	RPN1
CBX8	HIST2H3A
DYNLL2	KIF4B
ZNF554	ZNF774
E2F1	KLF13
ZNF648	ZNF8
MYH11	YWHAG
AP1M2	HLA-DRB3
CTNNA1	GJA1
CD3EAP	TAF1D
CENPC	TAOK1
TLR5	TRAF6
EIF4H	SRSF2
ZNF454	ZNF836
PIK3CD	THRA
NCOA1	RARB
SEC23IP	TRAPPC4
NUP205	SMN1
PAK2	PSMD14
CETN2	MNAT1
RPS13	SRP68
HIST1H2AB	HIST1H2BK
BCL2	MAPK9
V4-6	V5-6
OR5P2	PRKACG
ZNF404	ZNF606
ACKR1	CXCL1
PSMD1	PSMD5
GRK1	HTR2C
HIF1A	P4HB
CDC42	NUP107
MAP3K14	TRAF2
CBFB	RUNX3
ITCH	WASL
MAPKAPK2	TH
KCNC2	PRKACA
GMPS	RXRA
AKT3	RPS6KB1
NUP54	SP100
SOS2	STAT6
IFNA8	IL23R
CSF2RB	IFNA16
DVL1P1	SMAD3
AP2A1	GRIN2B
CAB39	MARK4
SMAD2	TCF7
CHMP4C	VPS37D
NFIB	ZNF850
GSTM4	GSTM5
ZNF658	ZNF678
EFNB2	EPHB4
ZNF25	ZNF721
DCP1A	LSM4
RARA	RPS16
LSM5	SRSF2
ATM	H2AFX
RPGRIP1L	TCTN3
IRF2	POLR2A
MED13L	NCOA6
DLG4	SEMA4F
RASA1	STAT5B
CXCR2	GRIA1
RPS16	UPF3A
ZNF468	ZNF527
ASB10	TCEB2
ACTA1	ACTC1
PIK3R2	V3-4
CYFIP2	V5-6
ZNF354A	ZNF813
CD247	V1-9
ZNF354B	ZNF891
ZNF35	ZNF730
ADRA2C	CLTC
APC	PSMA3
MAP3K14	PSMB7
DKFZP313E1411	ZNF571
NUPL1	SRSF7
ZNF404	ZNF85
ZNF333	ZNF71
PDGFRB	PLCB2
FXYD2	PIK3R1
CD74	CTSL
CSRNP1	SUPT5H
RAB3A	STX1B
H2AFY	SUFU
GFM1	MRPL12
CASP7	CTNNB1
HNRNPM	PPIH
DCTN5	HLA-DRB5
AK5	CPNE6
PSMD2	TNFSF12
ZNF578	ZNF616
EEF2	RPL15
FBN1	LUM
ZNF208	ZNF808
CDC7	MCM10
UBB	WT1
COL2A1	ITGA4
IL22	IL3RA
CHD4	ZNF137P
ZNF415	ZNF554
IGHG4	V2-15
RPS15A	SPCS1
EHMT2	RPS27A
AKAP9	TUBB4B
DVL2	UBB
ZNF546	ZNF737
CSF2	ITGB1
FZD8	RYK
CASP7	SPTAN1
CENPJ	TUBB4A
CSNK2A2	PPP2R5A
RPL37	SSR4
GLCE	GPC2
IGHD	VAV1
CAMK2D	GRIA3
ZNF347	ZNF585B
ZFP2	ZNF10
CDS2	UBC
PIF1	PTGES3
HABP4	HMGXB4
NKX2-5	SMAD6
FAT3	PCDHA8
AGO2	NUP210
CENPP	ERCC6L
ZNF43	ZNF735
PSM8	PSMA2
MRPS17	MRPS5
RECQL4	UBC
ITGA2B	TNC
HLA-DOA	HLA-DQA1
ORC2	POLA2
DNM2	TUBAL3
ZNF578	ZNF701
AKR1E2	PRDX6
ARHGEF4	CDC42
CD19	VAV2
ORC5	RPA4
ZNF528	ZNF628
IFNA5	IL10RA
POLR2H	POU2F1
EEF1D	RPS5
RPL36	RPL37
LPL	SLC25A4
PSMB11	PTTG1
ATF2	CPT1C
IFNA17	IL7R
ZNF544	ZNF66
CENPC	CENPF
ESRRA	MTA2
EIF4E	TUBB2B
ZNF34	ZNF611
SCNN1G	WNK1
HIPK3	MEF2C
YAP1	YWHAH
IL11	IL9R
CCAR1	SF3A2
PIAS3	UBE2I
MAFK	STAT5B
TUBB	TUBB2A
ACTB	MYO10
ZNF562	ZNF610
CSF2RA	IL23A
GNG7	OR3A3
NFATC2	NUP214
DYNLL2	HLA-DQA1
STAG2	SYNE1
ZNF141	ZNF732
BUB1B	PSMD12
NEDD8	QPCT
HSPA9	TRAF6
NTN1	PIK3R1
CCR9	CXCL1
HLCS	UBC
SAP30	SAP30L
BMPR2	FRS2
V5-1	V5-6
MRPL38	MRPS26
NANOGP1	ZNF93
PSMC6	RPS12
CRADD	TNFRSF1A
SP1	TFPI2
CALML6	DKFZP434N101
ZFP3	ZNF840P
TRAF3IP2	TRAF5
CDC42	PARD6A
PSMA6	TNFSF12
CYR61	MYC
HGS	SPTBN2
BAZ1A	EED
CD3E	PDCD1LG2
ADCY8	PRKACB
DCTN4	DYNLL2
GRIK2	RHOG
TBCE	TUBA1B
ZNF876P	ZNF888
GABRQ	PLCL1
DAPK1	IKBKG
ANK2	ARF4
EP300	MED1
DKFZP779A0729	GRB2
GLI2	PSMB3
MMS22L	UBC
CERS4	NCOA1
PIK3CA	STAT3
MRAS	RASA4B
AGAP3	ULK2
ZNF48	ZNF765
BABAM1	PAXIP1
FZD2	GNG12
DVL3	FHL2
ZNF497	ZNF626
MAP2K1	MAPK13
AGRN	LRP4
ACTN3	ITGA8
RBMX	SNRNP40
ADIPOR2	PRKAG1
FANCG	RFC4
SOS1	V1-9
BRF2	POLR3F
COPG1	UBC
RPL13	RPS24
CD4	HLA-DPB1
MRPL13	MRPL9
MRPL44	MRPS21
FBXO5	PSMA2
MX1	TUBB
DLL1	NCSTN
ATP7A	CLU
ATG12	ATG5
AURKA	TUBA4A
COG5	SPTBN1
RPL12	RPL15
AURKB	PSME2
LIG3	UBB
PLK3	PRNP
FLT1	MDM2
CHCHD1	MRPS7
ALYREF	SNRPF
ZNF286A	ZNF562
DDB1	XPC
COL17A1	LAMA3
FGF18	HRAS
PPP1R3B	RPS6KA3
NDUFAF4	TIMMDC1
CD44	MMP14
DOC2A	RAB8B
SEC24B	SREBF2
RPL15	SP1
CNOT7	NANOS2
ABI1	WASF1
CENPI	XPO1
SUPT20H	TRRAP
PRKACB	PTK2
PIK3CD	STAT3
GIPC1	NTRK2
RARA	RUVBL1
ZNF542P	ZNF812
OPRD1	RGS11
CKAP5	NUP160
NDE1	TCTN3
F2R	GRK6
CCNH	POLR2D
LAMTOR4	PRKAB1
AURKA	ODF2
NDUFS7	NDUFV2
COPS7A	MCRS1
MED10	MED17
ZNF267	ZNF713
RBBP4	YY1
ZNF425	ZNF891
IFNA4	IL12RB1
C2	V1-9
ANKHD1	BIRC3
CDC45	MCM2
LTA	PSMD10
HLA-A	SEC31A
MLLT4	RAP1B
SOS1	VAV1
ZNF468	ZNF486
B9D2	NUP160
ZNF404	ZNF724P
MYL10	PPP1CC
DNAJA1	LDHC
ATP6V0E2	ATP6V1A
ANAPC4	SKP2
ZFP3	ZNF70
ALMS1	TCTN1
MRPL4	MRPL53
OR5AK2	PRKACA
HLA-DRB3	SEC24A
CENPA	KIF2C
OR7A17	PRKACB
CASP3	CMA1
PLK4	SDCCAG8
PCDHA10	PCDHB5
CACNA1F	PPP2R1A
HOMER3	YWHAQ
TCF7	TLE2
DKFZP686M02159	TNF
IL7R	TSLP
FRZB	FZD4
CTNND1	FER
CTNNB1	DVL2
JAK2	PTPN2
RPL26L1	RPS12
ERCC8	POLD4
ACVR1	SMAD3
DHX9	QARS
CHUK	RELA
ADRBK1	OR10H1
CYP2A13	UGT2B17
GNG2	PIK3CA
ZNF546	ZNF699
RPL3	SSR2
RANGAP1	SUMO2
PTPRC	SPRY2
GNGT2	GNRHR
RPL12	RPL13
ANKIB1	UBC
CCNE1	TFDP1
NDUFAF5	TMEM126B
CSNK1G3	CSNK2A2
TFCP2	ZMYM5
FOS	SMAD2
HSPB2	MAPK14
COL1A1	SMAD4
POLR2L	SNRPA
CREB5	NPY
LRIF1	SETDB1
ZNF180	ZNF92
EED	OGT
HLA-DPB1	KIFAP3
ZNF19	ZNF664
CDC42	DLG4
CD8B	HLA-G
ACTL6A	CETN2
RPL10A	RPS2
ADH5	UGT2B4
ARHGEF18	UBB
ARRB1	OR2G6
DVL3	TCF7L2
CDKN1B	PSMD5
EIF1AX	RPL7A
CSNK1A1L	GLI2
PCK2	RELA
ZNF74	ZNF789
ZNF253	ZNF254
AIMP1	LARS
ARHGAP20	RAC3
ARHGEF1	ARHGEF6
ZNF570	ZNF850
CHRM4	GNB1
RPS8	YWHAE
CHRM1	PKN2
LARP7	MEPCE
RPL23A	UPF3A
ACVRL1	GDF6
PER1	RPS27A
HDAC1	WDR5
CTNNA3	PCDHGA1
GCG	GLP1R
HNRNPR	SNRPA
MX1	STAT2
ZNF425	ZNF808
ELF1	MBD1
ZNF25	ZNF544
ADRA1A	GNGT1
PPP2R3B	SMG6
DHX38	NUP43
CCL2	CCR4
GTF2F1	TAF4B
GNGT1	OR13H1
POLR2F	SOX2
ZNF250	ZNF253
ZNF701	ZNF789
OR4D2	PRKACB
RPL4	SEC11A
ZNF181	ZNF835
IGKC	PIK3CD
UBC	XRCC3
ADRBK2	OR2V2
RPL17	RPL7
ERN1	MAP3K5
ACTR3	BRK1
ZNF135	ZNF790
FZR1	NINL
MRPL16	MRPL35
BUB3	ZWILCH
DYNC2H1	GOLGB1
CRK	VEGFA
ZNF607	ZNF891
H3F3A	KMT2C
CACNA1S	CAV3
KRT2	KRT33B
BMX	FADD
ZNF429	ZNF546
CCL22	CCR9
SMAD3	SMAD6
BCAS2	HNRNPA2B1
ADRBK2	OR5A2
CYP2C18	CYP4A11
ZNF701	ZNF840P
BRAF	HRAS
ZNF177	ZNF713
EIF3F	RPS3A
POLR2A	SNRPD3
ACTB	CD247
DCTN3	MARK4
RHOC	VAV1
COL5A3	ITGB8
RPS12	SRPR
PIK3C2G	PLCB2
POLR2J	SUZ12
GOLGB1	TMEM115
CEBPA	PPARGC1A
GNAI2	TAS2R40
RPL32	SMG6
PIK3R1	TFG
ATM	TIMELESS
RAD17	UBE2T
CDKN1B	E2F4
ARFIP2	HTT
ZNF355P	ZNF658B
FZD10	SFRP5
ANAPC10	PSMB3
DKFZP313E1411	ZNF677
GNAI3	OXGR1
F10	ITGAM
ZNF28	ZNF583
BCL11A	IL16
KDR	PTK2
CSNK1G2	PPP2R5B
ATP4A	PRNP
CALCA	USF1
PSMC2	SEC23A
DYNLL1	TUBGCP3
RPL29	SRP19
SP1	SP3
ZNF534	ZNF98
CRY1	PRKAG1
NFKBIA	SLC25A4
CACNG3	PPP2R3C
PPRC1	USF1
DOCK1	IGHV
MRPL15	MRPL32
C1S	V5-4
MUC6	TFF1
CHAD	ITGA3
HLA-A	KIR2DS2
H3F3A	KAT2A
PAK2	RPS27A
TOP1	UBE2I
TAX1BP1	TNF
CCNL2	CTCFL
COL15A1	P3H1
GNG8	MTNR1B
IKZF3	NRAS
PPP2R5A	RAF1
ARCN1	COG1
MRPL28	MRPS23
ZNF702P	ZNF729
ARAP1	RHOG
RBBP8	RHNO1
RPS14	RPS4X
ACTR2	MMP14
CDS2	DGKH
ATR	UBE2T
KPNA1	POM121
ACVR2B	SMAD1
AHI1	NPHP1
POLR2L	POU5F1
ZNF322	ZNF841
ZNF681	ZNF888
DCTN2	RAB7A
CDKN1B	TYK2
CSTF1	LSM3
ZNF585A	ZNF667
SGTA	UBC
ITGB2	PIK3R1
RPL26	RPL6
ZNF10	ZNF611
NFKB1	SLC11A1
IGHA1	V1-9
POU5F1	SOX3
BIRC5	WAPAL
ACTC1	IFT57
C2CD5	RAB11A
V1-11	YES1
IRF8	JUND
ZNF829	ZNF876P
RASAL2	STAT6
GTF2F1	NELFCD
MASP1	RPS6KA3
PARK2	ZNF777
TDGF1	WNT11
ZNF121	ZNF483
G6PD	TREH
NFKBIE	SKP1
CD55	DCTN6
LSM4	SNRPD2
PRPF6	SNRPE
ZNF347	ZNF557
IGHV3-23	LCP2
EED	PAGR1
AHCTF1	CDCA8
GNGT1	SSTR5
CDH5	PCDHB15
CSF2RB	IL7
MMS19	POLD1
PCDHA12	PCDHGA4
EPC1	RUVBL2
DKFZP313E1411	ZNF721
ZNF121	ZNF883
POLR2D	UPF3B
GSK3A	SMAD2
ADH1B	UGT2A1
KIF5B-ALK	KLC3
CTNNB1	NF2
CCNB2V	CDC2
ZNF56	ZNF780A
CUL4A	DTL
ZNF431	ZNF485
NUP153	SRSF3
ZFP14	ZNF724P
ADORA2B	GNAI2
ZNF10	ZNF528
NCOA2	SAP18
EFNA1	NGEF
PSMA7	PSMC4
LRP8	NCK2
ZNF267	ZNF71
FANCL	TOPBP1
CCR2	GNAT3
GNG7	OR8D1
CLTB	SSTR4
MRPL22	MRPL42
CALML5	PRKACA
PRKAR1A	RPS6KB1
METTL3	POLR2G
DDX5	TP53
ARHGAP35	HDAC1
NDUFAF7	NDUFS6
DCLRE1C	NHEJ1
FOXO4	PLK2
RRAGB	RRAGC
FHL2	SPHK1
APOBEC3G	PSMC1
DYNC1I2	FOLR1
FANCG	FANCL
HMGN1	LIG3
CUL2	RPL14
GTF2F1	SNRPB2
NR3C1	SUDS3
ERBB2	VAV1
HDAC2	ZNF280A
RPLP2	RPS14
EIF3I	RPS11
ABCB1	SP1
CEP164	DCTN3
PSMB6	PSMC3
ZNF514	ZNF90
CHD3	ZNF827
ZNF534	ZNF813
ZNF333	ZNF736
CBX8	EEF1G
TCTN3	TUBA1A
OR5A1	PRKACB
CEP135	PCM1
ZNF254	ZNF260
DYNLRB1	IFT88
ERCC3	TCEB3
FGFBP1	JUN
PTPRA	TYK2
DDX5	TRA2B
CDC40	HNRNPA1
PLG	SERPINA1
PDS5B	STAG1
BAMBI	FZD6
AXIN2	LEF1
EPHA2	FGF2
HSD17B1	PRKACA
BORA	NEK2
ISG15	POLH
RPS13	RPS19
AGRP	MC4R
STRN3	TAF1
GTF2A1	TBPL1
HNRNPA1	POLR2I
PSMC4	UBB
MAPK11	PPP2CA
RBBP7	UBE3A
MAPK1	NRIP1
EIF1AX	EIF3A
ARNTL	HDAC3
ZNF19	ZNF546
BIRC3	SMPD1
FGFR1OP	HSP90AA1
BUB1	SKA2
CKAP5	KIF24
SH3BP2	TRAV1-1
TUBGCP2	UBC
ITGB4	PRKCA
ADRB2	GNG4
COL3A1	PXN
GRK5	HRH4
CD151	ITGA6
POLR2F	SRRM1
RPL29	RPL7
CDK1	PCM1
LDB1	TCF3
CDC37	HSP90BF
MAGOH	TADA2A
ZNF354B	ZNF56
NDUFC1	NDUFS8
MED10	UBC
GMNN	PSMD6
EIF4A3	UBA52
ZNF34	ZNF648
DMAP1	TFCP2L1
ZNF137P	ZNF461
ERBB3	STAT3
RNF19A	VCP
DYNLL1	KLC1
MAPRE1	SEH1L
RPL11	TBK1
FUS	YBX1
RPL27A	RPS11
PCDH9	PCDHB16
CACNA1A	GNB2
ATF2	SMAD9
HGS	NEDD4
PDSS1	PDSS2
SIGIRR	TLR2
RPS12	SSR2
ZNF812	ZNF845
POU2F1	REL
BCLAF1	GATA3
DKFZP762E1511	EP300
SIX3	TLE2
MYBPC3	MYH7
MAGOH	NCBP1
FYN	KLRC2
ZFP28	ZNF287
CEP83	CNTRL
ZNF616	ZNF695
ANAPC10	PSME1
GNAI1	HTR6
RXRG	TUBA8
HDAC2	SRA1
AP2M1	EPS15
HIST1H1D	NSD1
EP300	NFE2L2
CDKN1A	PSMB8
ARRB2	OR56A5
CUL5	ERBB2
AQP6	AQP7
PLCG2	UCK1
CALML5	PLCG1
ALYREF	CDC5L
CCNDBP1	CDK18
GRIN2A	RASGRF2
HDAC1	RXRB
HSPA8	SIRT1
MYO10	NCKIPSD
CENPH	RANBP2
NUP88	PIAS3
ZNF141	ZNF616
COL5A1	ITGA8
MLLT4	RRAS
SIRT1	USF1
EED	MTF2
